,,,0
2013,PSY,IC>0概率,0.5
2013,ROA_ttm,t值绝对值平均值,3.1968425979508783
2013,ROA_ttm,t值绝对值>2概率,0.6666666666666666
2013,ROA_ttm,因子收益平均值,0.005083028759165341
2013,ROA_ttm,因子收益标准差,0.0065730154007656435
2013,ROA_ttm,因子收益t值,2.564804456532004
2013,ROA_ttm,因子收益>0概率,0.8333333333333334
2013,ROA_ttm,IC平均值,0.04774491777475993
2013,ROA_ttm,IC标准差,0.06732236876908007
2013,ROA_ttm,ICIR,0.7091984231649361
2013,ROA_ttm,IC>0概率,0.8333333333333334
2013,RSI,t值绝对值平均值,2.2283333957316485
2013,RSI,t值绝对值>2概率,0.4166666666666667
2013,RSI,因子收益平均值,-0.00048498834393009117
2013,RSI,因子收益标准差,0.006464747544048476
2013,RSI,因子收益t值,-0.248814722238114
2013,RSI,因子收益>0概率,0.5
2013,RSI,IC平均值,-0.007357252928649363
2013,RSI,IC标准差,0.06120279065955826
2013,RSI,ICIR,-0.12021106961566881
2013,RSI,IC>0概率,0.4166666666666667
2013,RSTR_barra,t值绝对值平均值,5.574858670045987
2013,RSTR_barra,t值绝对值>2概率,0.8333333333333334
2013,RSTR_barra,因子收益平均值,0.0038981328789917447
2013,RSTR_barra,因子收益标准差,0.012943014120266636
2013,RSTR_barra,因子收益t值,0.9988897502877133
2013,RSTR_barra,因子收益>0概率,0.6666666666666666
2013,RSTR_barra,IC平均值,0.04051023020890256
2013,RSTR_barra,IC标准差,0.11170728247146504
2013,RSTR_barra,ICIR,0.362646277956414
2013,RSTR_barra,IC>0概率,0.6666666666666666
2013,SP,t值绝对值平均值,4.010822195783732
2013,SP,t值绝对值>2概率,0.75
2013,SP,因子收益平均值,-0.0024345857314998116
2013,SP,因子收益标准差,0.009512829763105163
2013,SP,因子收益t值,-0.8488123505220923
2013,SP,因子收益>0概率,0.16666666666666666
2013,SP,IC平均值,-0.021599686859619004
2013,SP,IC标准差,0.07955456057055306
2013,SP,ICIR,-0.2715078394589748
2013,SP,IC>0概率,0.25
2013,STOA_barra,t值绝对值平均值,2.917473740919469
2013,STOA_barra,t值绝对值>2概率,0.5833333333333334
2013,STOA_barra,因子收益平均值,-0.001789184453169111
2013,STOA_barra,因子收益标准差,0.007681592966872842
2013,STOA_barra,因子收益t值,-0.7725029870093316
2013,STOA_barra,因子收益>0概率,0.4166666666666667
2013,STOA_barra,IC平均值,-0.013562144037383567
2013,STOA_barra,IC标准差,0.07882317701027527
2013,STOA_barra,ICIR,-0.1720578204506477
2013,STOA_barra,IC>0概率,0.4166666666666667
2013,STOM_barra,t值绝对值平均值,3.440969280809972
2013,STOM_barra,t值绝对值>2概率,0.5
2013,STOM_barra,因子收益平均值,-0.004085036902807143
2013,STOM_barra,因子收益标准差,0.008968022889187646
2013,STOM_barra,因子收益t值,-1.5107604907768122
2013,STOM_barra,因子收益>0概率,0.25
2013,STOM_barra,IC平均值,-0.0418750815218335
2013,STOM_barra,IC标准差,0.09439029086815211
2013,STOM_barra,ICIR,-0.44363759383182944
2013,STOM_barra,IC>0概率,0.3333333333333333
2013,STOQ_barra,t值绝对值平均值,3.553935330251253
2013,STOQ_barra,t值绝对值>2概率,0.6666666666666666
2013,STOQ_barra,因子收益平均值,-0.0032303018541410627
2013,STOQ_barra,因子收益标准差,0.009350316878680062
